#{"t_start": 1589749273.234755, "env_id": "ct_rk_cartpole_swingupsafe_dm-v1"}
1741.54354,2001,4555.217491
1643.928638,2001,4557.247327
1706.242321,2001,4559.676556
1640.54775,2001,4561.728007
1628.129693,2001,4565.82759
1532.328589,2001,4567.836166
1557.265858,2001,4570.265786
1722.944827,2001,4572.304002
1738.623302,2001,4574.326092
1688.761028,2001,4578.445658
1525.39839,2001,4580.881734
1651.456244,2001,4583.310996
1506.577699,2001,4585.314621
1512.988821,2001,4587.320566
1646.019373,2001,4591.824675
1707.074168,2001,4593.870449
1544.172461,2001,4595.901395
1628.368079,2001,4597.933272
1594.095521,2001,4599.943154
1568.009165,2001,4604.448586
1637.258743,2001,4606.457523
1655.900631,2001,4608.558206
1624.468489,2001,4610.567031
1640.880739,2001,4613.281993
1701.502671,2001,4617.436912
1635.519805,2001,4619.47169
1705.197598,2001,4621.478248
1713.10052,2001,4623.934088
1674.929989,2001,4625.951425
1689.970161,2001,4630.042765
1647.819267,2001,4632.049518
1569.060391,2001,4634.49841
1616.817802,2001,4636.510851
1686.343366,2001,4638.548285
1663.261479,2001,4642.692126
1662.192453,2001,4645.747847
1587.907929,2001,4647.780884
1670.739518,2001,4649.864282
1667.527607,2001,4651.877336
1644.815159,2001,4656.468602
1401.82388,2001,4658.475304
1641.040793,2001,4660.516508
1661.777385,2001,4662.529547
1609.975388,2001,4664.956971
1621.836093,2001,4669.071581
1697.043862,2001,4671.098855
1637.433204,2001,4673.110475
1680.038481,2001,4675.911348
1739.497161,2001,4678.013958
1614.420873,2001,4682.104564
1673.973909,2001,4684.116641
1575.938829,2001,4686.557551
1697.164473,2001,4688.571493
1637.17998,2001,4690.574122
1711.31363,2001,4694.671461
1681.53361,2001,4697.122467
1651.769884,2001,4699.132597
1702.131923,2001,4701.175086
1702.83615,2001,4703.186893
1625.706391,2001,4707.923341
1729.605672,2001,4709.941039
1637.016271,2001,4712.000015
815.492648,2001,4714.009055
1742.744938,2001,4716.048402
1661.595487,2001,4720.599547
1722.456767,2001,4722.683082
1277.211913,2001,4724.702286
783.706068,2001,4726.738988
1514.657562,2001,4729.179155
1693.226895,2001,4733.274182
1698.21265,2001,4735.382871
1520.946466,2001,4737.818836
1699.527223,2001,4741.612939
1658.89852,2001,4743.948377
1549.00187,2001,4748.06487
1539.889818,2001,4750.07326
1660.734799,2001,4752.515584
1684.854531,2001,4754.578011
1442.561347,2001,4756.594006
1650.429845,2001,4760.710597
1646.773878,2001,4763.174354
1559.68855,2001,4765.220254
1650.380856,2001,4767.474283
1708.948963,2001,4769.524819
1644.571398,2001,4774.053303
1708.534663,2001,4776.086405
1474.794039,2001,4778.141106
1613.841737,2001,4780.157227
850.754262,2001,4782.576641
1484.691529,2001,4786.664463
1535.955435,2001,4788.722532
1471.896378,2001,4790.730992
1709.58887,2001,4793.159905
1540.046977,2001,4795.234352
1460.570676,2001,4799.552114
1206.944465,2001,4801.568581
1719.311402,2001,4804.046563
1738.104461,2001,4806.072067
1710.080095,2001,4808.089878
1761.215205,2001,4812.183852
1730.623319,2001,4814.628098
1733.258966,2001,4816.643257
1733.485664,2001,4818.663381
1770.056888,2001,4820.718387
1784.479011,2001,4825.241039
1735.211392,2001,4827.55215
1766.183018,2001,4829.60619
1757.530033,2001,4831.621202
1783.848814,2001,4833.651053
1692.794238,2001,4838.214554
1740.470152,2001,4840.26099
1721.437909,2001,4842.267522
1730.112135,2001,4844.290056
1746.72684,2001,4846.727639
1583.795408,2001,4850.857077
1695.284853,2001,4852.858734
1742.081028,2001,4854.871595
1524.668055,2001,4857.601982
1775.183829,2001,4859.618996
1752.575876,2001,4863.71367
1764.128167,2001,4865.767995
1722.694564,2001,4868.248533
1766.447566,2001,4870.290481
1744.594182,2001,4872.314781
1717.511916,2001,4876.406906
1695.396452,2001,4878.835779
1757.151769,2001,4880.885932
1706.515991,2001,4882.900795
1773.098009,2001,4884.913551
1766.729897,2001,4889.664019
1728.775339,2001,4891.694229
1749.172169,2001,4893.70384
1502.255355,2001,4895.732922
1279.658426,2001,4898.183113
1745.848626,2001,4902.29933
1704.851764,2001,4904.340784
1710.97517,2001,4906.385441
1676.330307,2001,4908.826654
1749.190296,2001,4910.841027
1723.668271,2001,4914.936001
1756.549918,2001,4916.959771
1682.359901,2001,4919.701391
1713.906818,2001,4921.741367
1745.17367,2001,4923.753637
1749.250762,2001,4927.892824
1711.365755,2001,4930.407531
1712.453619,2001,4932.438635
1722.754054,2001,4934.451234
1751.869433,2001,4936.461202
1740.148501,2001,4940.558947
1726.95333,2001,4943.014583
1738.122986,2001,4945.019162
1709.307836,2001,4947.030908
1733.952541,2001,4949.356589
1747.499787,2001,4953.877059
1742.32177,2001,4955.912821
1661.280564,2001,4957.942126
1654.908361,2001,4959.955642
1377.738462,2001,4962.368671
1638.974563,2001,4966.447309
1728.906498,2001,4968.489028
1679.589409,2001,4970.511352
1722.864862,2001,4972.951027
1765.794904,2001,4975.012878
1776.630688,2001,4979.548015
1344.406867,2001,4981.554311
1714.699376,2001,4983.972717
1777.925605,2001,4986.03176
1683.723765,2001,4988.033132
1705.581038,2001,4992.145069
1723.000361,2001,4994.576583
1761.628908,2001,4996.603796
1762.787728,2001,4998.633691
1733.286308,2001,5000.688928
1692.303591,2001,5005.202407
1754.19868,2001,5007.212967
1563.441649,2001,5009.261128
1429.043203,2001,5011.605138
1731.892936,2001,5014.035491
1639.86222,2001,5018.231484
1750.654951,2001,5020.240443
1622.944557,2001,5022.279584
1790.746856,2001,5024.709108
1435.508724,2001,5026.75119
1763.802385,2001,5030.844484
1764.653447,2001,5032.870714
1613.016205,2001,5035.292007
1771.388833,2001,5037.326564
1788.908673,2001,5039.376252
1760.583406,2001,5043.663314
1762.823425,2001,5046.159017
1785.563859,2001,5048.198938
1677.407773,2001,5050.215901
1767.305435,2001,5052.243954
1747.503522,2001,5056.299285
1754.085797,2001,5058.733288
1752.875451,2001,5060.756094
1761.783864,2001,5062.797893
1785.44169,2001,5064.807676
1632.874484,2001,5069.311321
1766.206941,2001,5071.622874
1753.599192,2001,5073.689082
1775.943111,2001,5075.722424
1768.40325,2001,5078.185179
1802.866322,2001,5082.406824
1720.64123,2001,5084.42699
1781.862983,2001,5086.42477
1774.254466,2001,5088.906717
1782.360917,2001,5090.914656
1787.599359,2001,5095.019025
1770.060509,2001,5097.034605
1794.111376,2001,5099.474605
1778.747036,2001,5101.783759
1770.977521,2001,5103.831184
1790.923013,2001,5107.917624
1740.346189,2001,5110.354612
1780.208987,2001,5112.374367
1764.74434,2001,5114.425245
1774.045053,2001,5116.440054
1779.481406,2001,5120.957158
1608.118308,2001,5122.968114
1779.02167,2001,5125.003273
1771.153879,2001,5127.007676
1774.201721,2001,5129.454409
1794.510341,2001,5133.80247
1730.417863,2001,5135.820493
1764.045542,2001,5137.828548
1771.422575,2001,5140.287867
1741.654218,2001,5142.295144
1572.169271,2001,5146.386779
1636.320374,2001,5148.401408
1772.005475,2001,5150.876781
1750.18303,2001,5153.782313
1596.167129,2001,5156.497828
1378.344747,2001,5160.613144
1761.454589,2001,5162.914745
1779.856296,2001,5165.392893
1767.037414,2001,5167.446414
1549.150374,2001,5169.458186
1762.084128,2001,5173.553169
1487.638558,2001,5176.005387
1774.408864,2001,5178.025484
1776.618078,2001,5180.040656
1760.575975,2001,5182.101289
1768.213864,2001,5186.613848
1729.462533,2001,5188.62955
1768.778249,2001,5190.647538
1784.234781,2001,5193.003127
1773.035493,2001,5195.595265
1770.885618,2001,5199.814382
1774.476504,2001,5201.841577
1750.691525,2001,5203.865079
1773.312558,2001,5206.309372
1717.462492,2001,5208.353455
1713.300805,2001,5212.491369
1752.311128,2001,5214.50066
1734.778027,2001,5216.977782
1766.836835,2001,5218.996355
1759.637827,2001,5221.026016
1637.916273,2001,5225.433039
1754.061531,2001,5227.914092
1764.370192,2001,5229.934272
1545.906942,2001,5231.941823
1729.547608,2001,5233.964974
1754.144462,2001,5238.542824
1737.739859,2001,5240.562286
1764.013277,2001,5242.599567
1759.193062,2001,5244.602675
1752.744685,2001,5247.021469
1716.978462,2001,5251.195963
1728.467602,2001,5253.284664
1707.327801,2001,5255.650509
1691.49649,2001,5258.122712
1659.602858,2001,5260.138219
1766.583085,2001,5264.63824
1752.779722,2001,5267.191659
1759.490931,2001,5270.947927
1622.062414,2001,5273.332356
1496.650152,2001,5277.451853
1769.059835,2001,5279.572511
1742.575738,2001,5281.575934
1752.324129,2001,5284.02202
1709.344582,2001,5286.508401
1752.896054,2001,5290.632559
1781.682247,2001,5292.647834
1716.644385,2001,5295.098427
1736.654225,2001,5297.106131
1765.659244,2001,5299.145278
1716.01999,2001,5303.275299
1733.858925,2001,5305.7488
1726.944745,2001,5307.753314
1687.371822,2001,5309.864211
1759.904007,2001,5311.876668
1733.659336,2001,5316.77762
1714.143671,2001,5318.788392
1647.975303,2001,5320.818493
1633.91556,2001,5322.821583
1736.023358,2001,5325.237638
1705.131996,2001,5329.334538
1634.562806,2001,5331.375493
1730.324399,2001,5333.408216
1725.947628,2001,5335.866336
1703.406497,2001,5337.902759
1701.147688,2001,5342.011297
1751.354614,2001,5344.018938
1699.827622,2001,5346.800186
1719.959133,2001,5348.83094
1755.618133,2001,5350.832716
1537.664661,2001,5354.936509
1692.17237,2001,5357.383675
1731.270469,2001,5359.413678
1708.627843,2001,5361.449331
1706.347033,2001,5363.483542
1727.749607,2001,5367.994654
1705.190094,2001,5370.011483
1668.701544,2001,5372.038166
1712.691368,2001,5374.082284
1738.058661,2001,5376.69513
1656.61752,2001,5381.109788
1600.412475,2001,5383.147812
1747.478115,2001,5385.165565
1738.733362,2001,5387.571428
1697.285495,2001,5389.609208
1740.174396,2001,5393.699058
1720.463032,2001,5395.724125
1731.519474,2001,5397.740867
1742.850239,2001,5400.214868
1724.644552,2001,5402.240412
1718.082535,2001,5406.32656
1733.698266,2001,5408.630442
1745.122391,2001,5411.082314
1725.987049,2001,5413.097299
1745.868031,2001,5415.151794
1704.978364,2001,5419.2301
1743.357617,2001,5421.67343
1717.304077,2001,5423.68331
1635.869798,2001,5425.728604
1732.219991,2001,5427.743221
1715.38509,2001,5432.248805
1726.995943,2001,5434.291194
1728.975112,2001,5436.314827
1725.789116,2001,5438.356329
1731.193187,2001,5441.077765
1727.463418,2001,5445.16299
1714.892603,2001,5447.172441
1722.714221,2001,5449.183371
1741.738182,2001,5451.631176
1766.47195,2001,5453.641846
1676.718044,2001,5457.727833
1757.724461,2001,5459.799718
1711.505222,2001,5462.259756
1700.649274,2001,5464.275694
1739.947958,2001,5466.328199
1736.156375,2001,5470.685496
1743.919076,2001,5473.114275
1711.459433,2001,5475.184563
1704.884471,2001,5477.220706
1733.365034,2001,5479.283398
1734.894067,2001,5483.85955
1748.027829,2001,5485.899828
1763.452855,2001,5487.904708
1722.665946,2001,5489.922477
1737.069828,2001,5492.366052
1732.14206,2001,5496.467526
1728.768873,2001,5498.475764
1743.763965,2001,5500.753701
1690.325669,2001,5502.802963
1730.833606,2001,5505.228192
1722.415109,2001,5509.322151
1709.690264,2001,5511.366879
1719.368743,2001,5513.378249
1719.733263,2001,5515.797934
1709.600351,2001,5517.838872
1711.110497,2001,5521.928247
1735.433804,2001,5523.951315
1711.334698,2001,5526.409511
1707.035788,2001,5528.454971
1718.364869,2001,5530.552616
1731.168464,2001,5534.888894
1715.32914,2001,5537.339889
1730.863767,2001,5539.353921
1625.942482,2001,5541.375258
1733.99629,2001,5543.414538
1738.706892,2001,5547.925032
1727.68935,2001,5549.944481
1680.662165,2001,5551.969019
1685.356764,2001,5554.01157
1674.367785,2001,5556.468792
1738.214984,2001,5560.692768
1736.918571,2001,5562.886547
1752.553357,2001,5564.89542
1743.971926,2001,5567.312588
1731.4169,2001,5569.351804
1729.675224,2001,5573.447478
1751.508285,2001,5575.482658
1738.662657,2001,5578.013862
1739.951162,2001,5580.036555
1718.213616,2001,5582.052798
1734.8087,2001,5586.147161
1737.582311,2001,5588.59067
1695.703771,2001,5590.608597
1717.416302,2001,5592.898499
1753.927859,2001,5594.936821
1669.353301,2001,5599.424662
1722.429501,2001,5601.44037
1732.716853,2001,5603.453774
1399.723012,2001,5605.496009
1669.582994,2001,5607.917265
1648.479883,2001,5612.059415
1731.640155,2001,5614.105044
1704.377135,2001,5616.147935
1725.312352,2001,5618.197321
1725.88985,2001,5620.655095
1724.629454,2001,5625.046762
1755.858003,2001,5627.053438
1766.505543,2001,5629.066251
1651.843763,2001,5631.521981
1720.548135,2001,5633.534249
1675.194078,2001,5637.638313
1707.64413,2001,5639.673689
1691.653393,2001,5642.112091
1729.37811,2001,5644.122145
1708.442779,2001,5646.183533
1730.118077,2001,5650.271606
1723.271428,2001,5653.000154
1717.692101,2001,5655.034656
1720.703024,2001,5657.060164
1643.636641,2001,5659.066615
1689.026736,2001,5663.585414
1737.934523,2001,5665.635208
1722.300548,2001,5667.649654
1757.546007,2001,5669.671491
1717.003566,2001,5672.134413
1718.798124,2001,5676.270104
1730.138032,2001,5678.28227
1728.58755,2001,5680.292678
1672.877292,2001,5682.928509
1738.922069,2001,5685.022127
1737.116511,2001,5689.159281
1703.785505,2001,5691.191898
1736.368803,2001,5693.609373
1725.480669,2001,5695.623495
1735.182304,2001,5697.664129
1713.145201,2001,5701.747753
1720.646891,2001,5704.173282
1688.751993,2001,5706.203094
1729.287627,2001,5708.231083
1726.470083,2001,5710.239745
1718.875268,2001,5714.969698
1738.250821,2001,5717.026076
1729.230584,2001,5719.037861
1729.496264,2001,5721.066813
1619.993179,2001,5723.508379
1743.985997,2001,5727.609104
1702.753967,2001,5729.628684
1704.511433,2001,5731.647179
1739.674866,2001,5733.682912
1725.512416,2001,5736.131059
1734.214313,2001,5740.260485
1752.742028,2001,5742.294513
1623.971164,2001,5744.39128
1721.727672,2001,5747.041744
1743.826111,2001,5749.088033
1629.974612,2001,5753.185258
1739.002525,2001,5755.218805
1765.17029,2001,5757.665829
1713.59136,2001,5759.731445
1717.361173,2001,5761.767102
1753.714006,2001,5765.869495
1753.69405,2001,5768.315458
1675.162018,2001,5770.332436
1734.406383,2001,5772.342788
1725.151362,2001,5774.368763
1724.690997,2001,5779.146115
1750.45034,2001,5781.171002
1749.604432,2001,5783.176106
1760.319698,2001,5785.202223
1735.979645,2001,5787.631866
1754.249051,2001,5791.725544
1666.820602,2001,5793.772621
1734.105255,2001,5795.814254
1657.841828,2001,5798.239169
1712.217682,2001,5800.281689
1767.728735,2001,5804.373756
1747.703961,2001,5806.65798
1773.227571,2001,5809.114758
1767.620975,2001,5811.123024
1715.390792,2001,5813.1268
1771.999996,2001,5817.211142
1758.345076,2001,5819.698915
1762.948425,2001,5821.70963
1756.93876,2001,5823.726412
1697.675354,2001,5825.783385
1679.179987,2001,5830.274802
1776.108569,2001,5832.286004
1768.239626,2001,5834.295022
1775.459209,2001,5836.445253
1753.917366,2001,5838.623753
1772.962933,2001,5843.151827
1776.27778,2001,5845.185558
1794.877255,2001,5847.18924
1767.847489,2001,5849.205081
1775.461203,2001,5851.650206
1750.442087,2001,5855.874406
1786.639398,2001,5857.907131
1782.759144,2001,5859.92043
1777.682943,2001,5862.362463
1772.747597,2001,5864.37378
1783.198084,2001,5868.70191
1780.619688,2001,5870.739192
1781.884414,2001,5873.16797
1786.299148,2001,5875.193045
1770.887635,2001,5878.430907
1718.340778,2001,5882.69083
1775.035089,2001,5885.236332
1671.232285,2001,5887.274596
1787.747529,2001,5889.301265
1780.248876,2001,5891.34723
1762.106404,2001,5895.822101
1751.490315,2001,5898.152122
1771.313043,2001,5900.208049
1786.88462,2001,5902.386055
1660.128629,2001,5904.81952
1765.929431,2001,5908.938344
1798.026826,2001,5910.968534
1761.77301,2001,5913.025409
1622.261305,2001,5915.491449
1750.506437,2001,5917.661469
1776.448147,2001,5921.888968
1785.800556,2001,5923.89741
1784.802447,2001,5926.31921
1784.356574,2001,5928.414843
1790.806513,2001,5930.682721
1771.847207,2001,5934.778771
1789.760362,2001,5937.21951
1779.252182,2001,5939.251806
1795.52035,2001,5941.272479
1792.636708,2001,5943.310701
1779.226219,2001,5947.825799
1791.215215,2001,5949.862243
1798.977659,2001,5951.874797
1778.85774,2001,5953.921932
1757.570339,2001,5955.925758
1788.743283,2001,5960.743182
1788.901886,2001,5962.789396
1781.017752,2001,5964.806613
1777.533183,2001,5966.814395
1795.677726,2001,5969.292849
1748.289767,2001,5973.415327
1763.616718,2001,5975.447117
1788.38106,2001,5977.467318
1783.116583,2001,5979.940786
1754.385516,2001,5981.957852
1804.664615,2001,5986.048635
1687.532122,2001,5988.056664
1786.275068,2001,5990.84453
1758.011196,2001,5992.858518
1531.944059,2001,5994.905775
1727.867912,2001,5998.993644
1769.225946,2001,6001.429294
1791.978125,2001,6003.438457
1793.46354,2001,6005.499322
1785.444814,2001,6007.508012
1797.539225,2001,6012.049526
1795.544351,2001,6014.067968
1788.164805,2001,6016.10566
1798.89544,2001,6018.116386
1800.248647,2001,6020.968294
1796.00749,2001,6025.044422
1806.804049,2001,6027.069488
1784.010969,2001,6029.090086
1760.173284,2001,6031.560196
1792.363563,2001,6033.575324
1794.241452,2001,6037.693019
1804.700682,2001,6039.71709
1786.133683,2001,6042.166839
1805.347299,2001,6044.21603
1810.830463,2001,6046.246041
1728.193833,2001,6050.549174
1813.032515,2001,6053.149522
1745.356222,2001,6055.164743
1811.891786,2001,6057.199408
1780.151453,2001,6059.225472
1786.201308,2001,6063.785207
1806.14228,2001,6065.820566
1806.567379,2001,6067.864228
1751.08057,2001,6069.913895
1803.762278,2001,6071.955033
1226.738238,2001,6076.453403
1790.96688,2001,6078.512956
1752.60861,2001,6080.670143
1781.399008,2001,6082.875895
1798.127734,2001,6085.301706
1509.909384,2001,6089.408627
1779.199946,2001,6091.526939
1805.028138,2001,6093.613825
1804.726321,2001,6096.067146
1802.375098,2001,6098.120173
1759.385022,2001,6102.242049
1808.370311,2001,6104.283847
1778.570489,2001,6106.694067
1686.421059,2001,6108.739592
1612.46895,2001,6110.764352
1799.706767,2001,6115.155642
1753.165204,2001,6117.572213
1807.078103,2001,6119.643898
1684.959095,2001,6121.673409
1697.261603,2001,6123.710967
1804.829041,2001,6128.223101
1769.817034,2001,6130.259886
1798.696396,2001,6132.270082
1813.169808,2001,6134.307415
1798.792261,2001,6136.723671
1779.911075,2001,6140.842686
1804.341751,2001,6143.106135
1806.043708,2001,6145.182083
1806.549278,2001,6147.617507
1794.899514,2001,6149.664226
1792.186113,2001,6153.759543
1793.86269,2001,6155.810616
1764.385953,2001,6158.251825
1796.756763,2001,6160.312245
1799.650719,2001,6162.326068
1685.33272,2001,6166.414623
1773.098682,2001,6168.829866
1771.276549,2001,6170.898797
1808.231669,2001,6173.094388
1815.106041,2001,6175.334029
1820.583736,2001,6179.483683
1805.749031,2001,6181.946682
1809.89451,2001,6183.975413
1808.520562,2001,6186.080553
1810.481018,2001,6188.139752
1800.671382,2001,6192.647606
1781.943314,2001,6194.669196
1809.214924,2001,6196.70371
1798.193262,2001,6198.764204
1770.773608,2001,6201.254808
1775.409987,2001,6205.59268
1803.159164,2001,6207.597731
1814.119459,2001,6209.617537
1813.183536,2001,6212.065967
1772.104612,2001,6214.094381
1517.309441,2001,6218.236559
1797.798711,2001,6220.460648
1761.612929,2001,6222.916696
1804.912223,2001,6224.946219
1793.203123,2001,6226.978671
1806.694263,2001,6231.084723
1809.647553,2001,6233.647881
1801.41684,2001,6235.81393
1784.691989,2001,6237.853586
1801.390788,2001,6239.870876
1793.120584,2001,6244.374052
1801.716008,2001,6246.426266
1796.546062,2001,6248.441327
1793.31873,2001,6250.45066
1803.23334,2001,6252.896917
1799.168916,2001,6257.351801
1795.498729,2001,6259.522327
1799.510572,2001,6261.933173
1789.568417,2001,6264.791689
1785.242626,2001,6266.818643
1759.70519,2001,6271.17136
1804.88549,2001,6273.222696
1808.972298,2001,6275.676582
1724.440511,2001,6277.712852
1742.347989,2001,6279.746524
1817.604774,2001,6283.982765
1779.213977,2001,6286.397871
1808.868356,2001,6288.440634
1806.59529,2001,6290.453722
1823.492987,2001,6292.464494
1782.499768,2001,6296.785839
1805.70171,2001,6299.236879
1819.393441,2001,6301.259801
1806.272448,2001,6303.307078
1801.198246,2001,6305.33104
1809.159703,2001,6309.833041
1798.952635,2001,6311.836081
1797.071879,2001,6313.880796
1790.518177,2001,6315.909705
1795.538806,2001,6318.36468
1792.906453,2001,6322.452925
1824.552492,2001,6324.484709
1813.369131,2001,6326.773124
1805.683174,2001,6329.218107
1275.948508,2001,6331.249897
1802.372806,2001,6335.391422
1769.185426,2001,6337.394169
1809.194407,2001,6339.858185
1824.244531,2001,6341.864836
1824.410962,2001,6343.878561
1817.352558,2001,6347.999044
1819.214504,2001,6350.44399
1547.712445,2001,6352.452665
1804.735397,2001,6354.506026
1815.220515,2001,6356.802103
1812.833996,2001,6361.309768
1778.818599,2001,6363.319495
1794.145361,2001,6365.368707
1815.056509,2001,6367.369731
1806.970223,2001,6369.818118
1813.657702,2001,6373.884549
1810.967678,2001,6375.93168
1829.531217,2001,6377.932834
1650.508927,2001,6380.450817
1683.173284,2001,6382.465093
1805.596104,2001,6386.684343
1284.031835,2001,6388.848028
1833.272397,2001,6391.309257
1806.310898,2001,6393.329961
1812.476213,2001,6395.399733
1829.373958,2001,6399.464764
1822.389638,2001,6401.912321
1779.072058,2001,6403.923577
1825.461311,2001,6405.957549
1816.356135,2001,6407.976754
1825.321518,2001,6412.0895
1826.068813,2001,6414.506766
1793.05195,2001,6416.623456
1808.767121,2001,6418.853095
1816.242085,2001,6420.871125
1813.790075,2001,6425.382725
1809.760459,2001,6427.420279
1795.665474,2001,6429.431267
1811.515609,2001,6431.469653
1803.852974,2001,6433.899584
1793.734868,2001,6438.009379
1825.504347,2001,6440.080443
1813.963062,2001,6442.223631
1817.269651,2001,6444.672737
1800.351619,2001,6446.827596
1815.659896,2001,6451.267858
1817.618077,2001,6453.303223
1805.088321,2001,6455.831598
1838.7598,2001,6457.991629
1802.971607,2001,6460.044734
1807.599616,2001,6464.255983
1765.646208,2001,6466.897904
1814.435058,2001,6469.16206
1808.515406,2001,6471.583171
1831.542423,2001,6476.082748
1773.454484,2001,6482.568046
1820.186964,2001,6484.873325
1813.191521,2001,6487.188634
1798.382529,2001,6489.581257
1833.412788,2001,6492.04413
1836.463288,2001,6496.646051
1810.163424,2001,6498.796146
1804.281153,2001,6501.3014
1809.482391,2001,6504.441118
1821.637211,2001,6506.528777
1805.527498,2001,6512.528786
1800.201423,2001,6514.710971
1818.212109,2001,6517.206346
1822.106357,2001,6519.268354
1818.158358,2001,6521.338123
1787.432177,2001,6525.46944
1774.160387,2001,6527.505025
1812.53478,2001,6529.933576
1792.580431,2001,6532.115339
1802.266092,2001,6534.351146
1814.064618,2001,6540.06616
1808.141343,2001,6543.711473
1809.936768,2001,6545.906998
1784.11951,2001,6548.062794
1818.761187,2001,6550.26519
1804.336123,2001,6557.460578
1795.488376,2001,6560.255721
1820.326084,2001,6562.558567
1813.794965,2001,6564.606984
1826.287267,2001,6567.099963
1820.654298,2001,6571.69326
1797.502462,2001,6573.822582
1801.734123,2001,6576.142289
1814.36472,2001,6579.353786
1807.295002,2001,6581.719803
1814.936922,2001,6586.3063
1793.718048,2001,6588.449661
1795.404408,2001,6591.043652
1823.072907,2001,6593.452435
1785.054254,2001,6595.628479
1795.986715,2001,6601.524074
1805.897752,2001,6604.134282
1805.79614,2001,6606.24487
1818.165277,2001,6608.333791
1803.916656,2001,6610.447163
1614.47976,2001,6615.260756
1790.106303,2001,6617.363574
1820.939264,2001,6619.442385
1805.450377,2001,6621.531528
1769.94224,2001,6624.013904
1809.853115,2001,6629.56475
1801.376111,2001,6631.715197
1808.108825,2001,6633.779033
1794.275375,2001,6636.330057
1798.22321,2001,6638.404678
1813.148662,2001,6642.647789
1799.332327,2001,6644.706223
1807.264444,2001,6647.855037
1804.786559,2001,6650.398373
1822.11382,2001,6652.553408
1821.555325,2001,6657.443003
1799.291697,2001,6660.999884
1806.451125,2001,6663.66985
1800.820511,2001,6666.439796
1825.082973,2001,6669.173685
1816.964424,2001,6674.068396
1813.236132,2001,6677.630927
1818.533358,2001,6681.453476
1778.561422,2001,6685.02637
1806.248171,2001,6687.413744
1830.503186,2001,6694.729476
1792.448249,2001,6697.347968
1794.300208,2001,6699.539794
1806.760323,2001,6701.595674
1709.974313,2001,6704.103742
1804.356337,2001,6708.471513
1511.796473,2001,6710.523925
1831.562967,2001,6712.592754
1794.770942,2001,6715.052214
1825.683356,2001,6717.36727
1824.412335,2001,6722.643061
1821.250751,2001,6724.702291
1812.303151,2001,6727.160958
1798.91756,2001,6729.242698
1831.155861,2001,6731.288516
1807.748278,2001,6735.471315
1803.0306,2001,6737.980542
1808.06353,2001,6740.03148
1815.823377,2001,6742.095593
1785.55004,2001,6744.170912
1777.180635,2001,6748.829529
1828.258447,2001,6751.352137
1778.326155,2001,6753.426914
1791.995452,2001,6755.516379
1832.377728,2001,6758.287501
